id,title,description,link,image_link,availability,price,sale_price,condition,brand,mpn,identifier_exists,google_product_category,product_type,color
MA-003,Aros Estrella de Mar Arena Plateado,"Aros Estrella de Mar Arena Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-003.",https://karivejoyas.github.io/catalogo/p/MA-003.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-003.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-003,no,Apparel & Accessories > Jewelry > Earrings,Marina,Plateado
MA-004,Aros Conchita Blanca Plateado,"Aros Conchita Blanca Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-004.",https://karivejoyas.github.io/catalogo/p/MA-004.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-004.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-004,no,Apparel & Accessories > Jewelry > Earrings,Marina,Plateado
MA-005,Aros Conchita Blanca Dorado,"Aros Conchita Blanca Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-005.",https://karivejoyas.github.io/catalogo/p/MA-005.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-005.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-005,no,Apparel & Accessories > Jewelry > Earrings,Marina,Dorado
MA-006,Aros Conchita Arena Dorado,"Aros Conchita Arena Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-006.",https://karivejoyas.github.io/catalogo/p/MA-006.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-006.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-006,no,Apparel & Accessories > Jewelry > Earrings,Marina,Dorado
MA-007,Aros Concha Blanca Plateado,"Aros Concha Blanca Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-007.",https://karivejoyas.github.io/catalogo/p/MA-007.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-007.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-007,no,Apparel & Accessories > Jewelry > Earrings,Marina,Plateado
MA-008,Aros Conchita Blanca Dorado,"Aros Conchita Blanca Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-008.",https://karivejoyas.github.io/catalogo/p/MA-008.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-008.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-008,no,Apparel & Accessories > Jewelry > Earrings,Marina,Dorado
MA-009,Aros Concha Arena Dorado,"Aros Concha Arena Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-009.",https://karivejoyas.github.io/catalogo/p/MA-009.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-009.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-009,no,Apparel & Accessories > Jewelry > Earrings,Marina,Dorado
MA-010,Aros Conchita Arena Plateado,"Aros Conchita Arena Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-010.",https://karivejoyas.github.io/catalogo/p/MA-010.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-010.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-010,no,Apparel & Accessories > Jewelry > Earrings,Marina,Plateado
MA-011,Aros Estrella de Mar Arena Dorado,"Aros Estrella de Mar Arena Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-011.",https://karivejoyas.github.io/catalogo/p/MA-011.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-011.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-011,no,Apparel & Accessories > Jewelry > Earrings,Marina,Dorado
MA-012,Aros Conchita Arena Dorado,"Aros Conchita Arena Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-012.",https://karivejoyas.github.io/catalogo/p/MA-012.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-012.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-012,no,Apparel & Accessories > Jewelry > Earrings,Marina,Dorado
MA-013,Aros Conchitas Mármol Azul,"Aros Conchitas Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm. Colección Marina. Código MA-013.",https://karivejoyas.github.io/catalogo/p/MA-013.html,https://karivejoyas.github.io/catalogo/assets/productos/MA-013.jpg,in_stock,6990 CLP,,new,Karivé Joyas,MA-013,no,Apparel & Accessories > Jewelry > Earrings,Marina,Azul
OT-001,Donuts Celeste,"Donuts Celeste de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Otros. Código OT-001.",https://karivejoyas.github.io/catalogo/p/OT-001.html,https://karivejoyas.github.io/catalogo/assets/productos/charms-donut-azul.jpg,in_stock,4990 CLP,,new,Karivé Joyas,OT-001,no,Apparel & Accessories > Jewelry > Earrings,Otros,Celeste
OT-002,Charms Donut Marino,"Charms Donut Marino de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Otros. Código OT-002.",https://karivejoyas.github.io/catalogo/p/OT-002.html,https://karivejoyas.github.io/catalogo/assets/productos/charms-donut-marino.jpg,in_stock,4990 CLP,,new,Karivé Joyas,OT-002,no,Apparel & Accessories > Jewelry > Earrings,Otros,Azul
OT-003,Donuts Rosa,"Donuts Rosa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Otros. Código OT-003.",https://karivejoyas.github.io/catalogo/p/OT-003.html,https://karivejoyas.github.io/catalogo/assets/productos/charms-donut-blanco.jpg,in_stock,4990 CLP,,new,Karivé Joyas,OT-003,no,Apparel & Accessories > Jewelry > Earrings,Otros,Rosa
OT-004,Aros Corazón Rombo Mármol Azul,"Aros Corazón Rombo Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5cm. Colección Otros. Código OT-004.",https://karivejoyas.github.io/catalogo/p/OT-004.html,https://karivejoyas.github.io/catalogo/assets/productos/OT-004.jpg,in_stock,6990 CLP,,new,Karivé Joyas,OT-004,no,Apparel & Accessories > Jewelry > Earrings,Otros,Azul
OT-005,Aros Corazón Mármol Azul,"Aros Corazón Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4.5cm. Colección Otros. Código OT-005.",https://karivejoyas.github.io/catalogo/p/OT-005.html,https://karivejoyas.github.io/catalogo/assets/productos/OT-005.jpg,in_stock,6990 CLP,,new,Karivé Joyas,OT-005,no,Apparel & Accessories > Jewelry > Earrings,Otros,Azul
OT-006,Aros Gota Mármol Azul,"Aros Gota Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4.5cm. Colección Otros. Código OT-006.",https://karivejoyas.github.io/catalogo/p/OT-006.html,https://karivejoyas.github.io/catalogo/assets/productos/OT-006.jpg,in_stock,6990 CLP,,new,Karivé Joyas,OT-006,no,Apparel & Accessories > Jewelry > Earrings,Otros,Azul
OT-007,Aros Corazón Hojitas Brillos,"Aros Corazón Hojitas Brillos de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 6cm. Colección Otros. Código OT-007.",https://karivejoyas.github.io/catalogo/p/OT-007.html,https://karivejoyas.github.io/catalogo/assets/productos/OT-007.jpg,in_stock,7990 CLP,,new,Karivé Joyas,OT-007,no,Apparel & Accessories > Jewelry > Earrings,Otros,
OT-008,Aros Figuras Brillos,"Aros Figuras Brillos de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 6cm. Colección Otros. Código OT-008.",https://karivejoyas.github.io/catalogo/p/OT-008.html,https://karivejoyas.github.io/catalogo/assets/productos/OT-008.jpg,in_stock,8990 CLP,,new,Karivé Joyas,OT-008,no,Apparel & Accessories > Jewelry > Earrings,Otros,
OT-009,Aros Hojitas Brillos,"Aros Hojitas Brillos de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 6cm. Colección Otros. Código OT-009.",https://karivejoyas.github.io/catalogo/p/OT-009.html,https://karivejoyas.github.io/catalogo/assets/productos/OT-009.jpg,in_stock,8990 CLP,,new,Karivé Joyas,OT-009,no,Apparel & Accessories > Jewelry > Earrings,Otros,
OT-010,Aros Azul Rayas,"Aros Azul Rayas de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm. Colección Otros. Código OT-010.",https://karivejoyas.github.io/catalogo/p/OT-010.html,https://karivejoyas.github.io/catalogo/assets/productos/OT-010.jpg,in_stock,6990 CLP,,new,Karivé Joyas,OT-010,no,Apparel & Accessories > Jewelry > Earrings,Otros,Azul
OT-011,Aros Verde Lima Rayas,"Aros Verde Lima Rayas de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5cm. Colección Otros. Código OT-011.",https://karivejoyas.github.io/catalogo/p/OT-011.html,https://karivejoyas.github.io/catalogo/assets/productos/OT-011.jpg,in_stock,6990 CLP,,new,Karivé Joyas,OT-011,no,Apparel & Accessories > Jewelry > Earrings,Otros,Verde
TP-001,Aros Corazón Dorado,"Aros Corazón Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-001.",https://karivejoyas.github.io/catalogo/p/TP-001.html,https://karivejoyas.github.io/catalogo/assets/productos/topos-corazon-dorado.jpg,in_stock,6990 CLP,,new,Karivé Joyas,TP-001,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Dorado
TP-002,Topos Corazón Celeste,"Topos Corazón Celeste de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-002.",https://karivejoyas.github.io/catalogo/p/TP-002.html,https://karivejoyas.github.io/catalogo/assets/productos/topos-corazon-celeste.jpg,in_stock,6990 CLP,,new,Karivé Joyas,TP-002,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Celeste
TP-003,Topos Botón Celeste,"Topos Botón Celeste de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.2cm. Colección Corazones. Código TP-003.",https://karivejoyas.github.io/catalogo/p/TP-003.html,https://karivejoyas.github.io/catalogo/assets/productos/topos-boton-celeste.jpg,in_stock,6990 CLP,,new,Karivé Joyas,TP-003,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Celeste
TP-004,Aros Mini Corazón-Beige,"Aros Mini Corazón-Beige de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.5cm. Colección Corazones. Código TP-004.",https://karivejoyas.github.io/catalogo/p/TP-004.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-004.jpg,out_of_stock,4990 CLP,,new,Karivé Joyas,TP-004,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Beige
TP-005,Aros Mini Corazón Morado,"Aros Mini Corazón Morado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.5cm. Colección Corazones. Código TP-005.",https://karivejoyas.github.io/catalogo/p/TP-005.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-005.jpg,out_of_stock,4990 CLP,,new,Karivé Joyas,TP-005,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Morado
TP-006,Aros Mini Corazón Morado,"Aros Mini Corazón Morado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.5cm. Colección Corazones. Código TP-006.",https://karivejoyas.github.io/catalogo/p/TP-006.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-006.jpg,out_of_stock,4990 CLP,,new,Karivé Joyas,TP-006,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Morado
TP-007,Aros Corazón Verde Lima,"Aros Corazón Verde Lima de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-007.",https://karivejoyas.github.io/catalogo/p/TP-007.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-007.jpg,in_stock,3990 CLP,,new,Karivé Joyas,TP-007,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Verde
TP-008,Aros Corazón Animal Print,"Aros Corazón Animal Print de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm. Colección Corazones. Código TP-008.",https://karivejoyas.github.io/catalogo/p/TP-008.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-008.jpg,in_stock,6990 CLP,,new,Karivé Joyas,TP-008,no,Apparel & Accessories > Jewelry > Earrings,Corazones,
TP-009,Aros Corazón Animal Print,"Aros Corazón Animal Print de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-009.",https://karivejoyas.github.io/catalogo/p/TP-009.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-009.jpg,in_stock,3990 CLP,,new,Karivé Joyas,TP-009,no,Apparel & Accessories > Jewelry > Earrings,Corazones,
TP-010,Aros Corazón Celeste Glitter,"Aros Corazón Celeste Glitter de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-010.",https://karivejoyas.github.io/catalogo/p/TP-010.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-010.jpg,in_stock,3990 CLP,,new,Karivé Joyas,TP-010,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Multicolor
TP-011,Aros Corazón Blanco Perla,"Aros Corazón Blanco Perla de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-011.",https://karivejoyas.github.io/catalogo/p/TP-011.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-011.jpg,in_stock,3990 CLP,,new,Karivé Joyas,TP-011,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Blanco
TP-012,Aros Corazón Negro,"Aros Corazón Negro de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-012.",https://karivejoyas.github.io/catalogo/p/TP-012.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-012.jpg,in_stock,3990 CLP,,new,Karivé Joyas,TP-012,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Negro
TP-013,Aros Corazón Mármol Azul,"Aros Corazón Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-013.",https://karivejoyas.github.io/catalogo/p/TP-013.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-013.jpg,in_stock,5990 CLP,,new,Karivé Joyas,TP-013,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Azul
TP-014,Aros Corazón Celeste Glitter,"Aros Corazón Celeste Glitter de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-014.",https://karivejoyas.github.io/catalogo/p/TP-014.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-014.jpg,in_stock,5990 CLP,,new,Karivé Joyas,TP-014,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Multicolor
TP-015,Aros Corazón Animal Print,"Aros Corazón Animal Print de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-015.",https://karivejoyas.github.io/catalogo/p/TP-015.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-015.jpg,in_stock,5990 CLP,,new,Karivé Joyas,TP-015,no,Apparel & Accessories > Jewelry > Earrings,Corazones,
TP-016,Aros Corazón Blanco Perla,"Aros Corazón Blanco Perla de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-016.",https://karivejoyas.github.io/catalogo/p/TP-016.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-016.jpg,in_stock,5990 CLP,,new,Karivé Joyas,TP-016,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Blanco
TP-017,Aros Corazón Verde Lima,"Aros Corazón Verde Lima de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-017.",https://karivejoyas.github.io/catalogo/p/TP-017.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-017.jpg,in_stock,5990 CLP,,new,Karivé Joyas,TP-017,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Verde
TP-018,Aros Corazón Negro,"Aros Corazón Negro de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-018.",https://karivejoyas.github.io/catalogo/p/TP-018.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-018.jpg,in_stock,5990 CLP,,new,Karivé Joyas,TP-018,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Negro
TP-019,Aros Tres Corazones Rosa Brillante,"Aros Tres Corazones Rosa Brillante de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5cm. Colección Corazones. Código TP-019.",https://karivejoyas.github.io/catalogo/p/TP-019.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-019.jpg,in_stock,7990 CLP,,new,Karivé Joyas,TP-019,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Rosa
TP-020,Aros Corazones Rosa Brillante,"Aros Corazones Rosa Brillante de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5cm(Con Argolla). Colección Corazones. Código TP-020.",https://karivejoyas.github.io/catalogo/p/TP-020.html,https://karivejoyas.github.io/catalogo/assets/productos/TP-020.jpg,in_stock,6990 CLP,,new,Karivé Joyas,TP-020,no,Apparel & Accessories > Jewelry > Earrings,Corazones,Rosa
