id,title,description,availability,condition,price,sale_price,link,image_link,brand,product_type,google_product_category
FL-023,Aros Flor Argolla Margarita,"Aros Flor Argolla Margarita de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5 cm de alto(con argolla) y 3 de ancho. Colección Flores. Código FL-023.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=FL-023,https://karivejoyas.github.io/catalogo/assets/productos/FL-023.jpg,Karivé Joyas,Flores,Apparel & Accessories > Jewelry > Earrings
FL-024,Aros Flor Rosa,"Aros Flor Rosa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5 cm de alto(con argolla) y 3 de ancho. Colección Flores. Código FL-024.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=FL-024,https://karivejoyas.github.io/catalogo/assets/productos/FL-024.jpg,Karivé Joyas,Flores,Apparel & Accessories > Jewelry > Earrings
FL-025,Aros Flor Rosa,"Aros Flor Rosa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5 cm de alto(con argolla) y 3 de ancho. Colección Flores. Código FL-025.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=FL-025,https://karivejoyas.github.io/catalogo/assets/productos/FL-025.jpg,Karivé Joyas,Flores,Apparel & Accessories > Jewelry > Earrings
FL-026,Aros Flor Roja,"Aros Flor Roja de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5 cm de alto(con argolla) y 3 de ancho. Colección Flores. Código FL-026.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=FL-026,https://karivejoyas.github.io/catalogo/assets/productos/FL-026.jpg,Karivé Joyas,Flores,Apparel & Accessories > Jewelry > Earrings
FL-027,Aros Media-Flor Argolla Margarita,"Aros Media-Flor Argolla Margarita de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5 cm de alto(con argolla) y 2.5 de ancho. Colección Flores. Código FL-027.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=FL-027,https://karivejoyas.github.io/catalogo/assets/productos/FL-027.jpg,Karivé Joyas,Flores,Apparel & Accessories > Jewelry > Earrings
FL-028,Aros Flor RoJa,"Aros Flor RoJa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4 cm de alto(con argolla) y 3 de ancho. Colección Flores. Código FL-028.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=FL-028,https://karivejoyas.github.io/catalogo/assets/productos/FL-028.jpg,Karivé Joyas,Flores,Apparel & Accessories > Jewelry > Earrings
FL-029,Aros flor Margarita,"Aros flor Margarita de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.5 cm de alto y ancho. Colección Flores. Código FL-029.",in stock,new,2990 CLP,,https://karivejoyas.github.io/catalogo/?p=FL-029,https://karivejoyas.github.io/catalogo/assets/productos/FL-029.jpg,Karivé Joyas,Flores,Apparel & Accessories > Jewelry > Earrings
MA-001,Aros Concha Arena Plateado,"Aros Concha Arena Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-001.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-001,https://karivejoyas.github.io/catalogo/assets/productos/MA-001.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-002,Aros Concha Blanca Dorado,"Aros Concha Blanca Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-002.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-002,https://karivejoyas.github.io/catalogo/assets/productos/MA-002.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-003,Aros Estrella de Mar Arena Plateado,"Aros Estrella de Mar Arena Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-003.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-003,https://karivejoyas.github.io/catalogo/assets/productos/MA-003.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-004,Aros Conchita Blanca Plateado,"Aros Conchita Blanca Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-004.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-004,https://karivejoyas.github.io/catalogo/assets/productos/MA-004.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-005,Aros Conchita Blanca Dorado,"Aros Conchita Blanca Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-005.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-005,https://karivejoyas.github.io/catalogo/assets/productos/MA-005.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-006,Aros Conchita Arena Dorado,"Aros Conchita Arena Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-006.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-006,https://karivejoyas.github.io/catalogo/assets/productos/MA-006.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-007,Aros Concha Blanca Plateado,"Aros Concha Blanca Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-007.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-007,https://karivejoyas.github.io/catalogo/assets/productos/MA-007.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-008,Aros Conchita Blanca Dorado,"Aros Conchita Blanca Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-008.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-008,https://karivejoyas.github.io/catalogo/assets/productos/MA-008.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-009,Aros Concha Arena Dorado,"Aros Concha Arena Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-009.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-009,https://karivejoyas.github.io/catalogo/assets/productos/MA-009.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-010,Aros Conchita Arena Plateado,"Aros Conchita Arena Plateado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-010.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-010,https://karivejoyas.github.io/catalogo/assets/productos/MA-010.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-011,Aros Estrella de Mar Arena Dorado,"Aros Estrella de Mar Arena Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-011.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-011,https://karivejoyas.github.io/catalogo/assets/productos/MA-011.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-012,Aros Conchita Arena Dorado,"Aros Conchita Arena Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm(Con Argolla). Colección Marina. Código MA-012.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-012,https://karivejoyas.github.io/catalogo/assets/productos/MA-012.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
MA-013,Aros Conchitas Mármol Azul,"Aros Conchitas Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm. Colección Marina. Código MA-013.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=MA-013,https://karivejoyas.github.io/catalogo/assets/productos/MA-013.jpg,Karivé Joyas,Marina,Apparel & Accessories > Jewelry > Earrings
OT-001,Donuts Celeste,"Donuts Celeste de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Otros. Código OT-001.",in stock,new,4990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-001,https://karivejoyas.github.io/catalogo/assets/productos/charms-donut-azul.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-002,Charms Donut Marino,"Charms Donut Marino de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Otros. Código OT-002.",in stock,new,4990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-002,https://karivejoyas.github.io/catalogo/assets/productos/charms-donut-marino.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-003,Donuts Rosa,"Donuts Rosa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Otros. Código OT-003.",in stock,new,4990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-003,https://karivejoyas.github.io/catalogo/assets/productos/charms-donut-blanco.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-004,Aros Corazón Rombo Mármol Azul,"Aros Corazón Rombo Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5cm. Colección Otros. Código OT-004.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-004,https://karivejoyas.github.io/catalogo/assets/productos/OT-004.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-005,Aros Corazón Mármol Azul,"Aros Corazón Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4.5cm. Colección Otros. Código OT-005.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-005,https://karivejoyas.github.io/catalogo/assets/productos/OT-005.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-006,Aros Gota Mármol Azul,"Aros Gota Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4.5cm. Colección Otros. Código OT-006.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-006,https://karivejoyas.github.io/catalogo/assets/productos/OT-006.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-007,Aros Corazón Hojitas Brillos,"Aros Corazón Hojitas Brillos de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 6cm. Colección Otros. Código OT-007.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-007,https://karivejoyas.github.io/catalogo/assets/productos/OT-007.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-008,Aros Figuras Brillos,"Aros Figuras Brillos de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 6cm. Colección Otros. Código OT-008.",in stock,new,7990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-008,https://karivejoyas.github.io/catalogo/assets/productos/OT-008.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-009,Aros Hojitas Brillos,"Aros Hojitas Brillos de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 6cm. Colección Otros. Código OT-009.",in stock,new,7990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-009,https://karivejoyas.github.io/catalogo/assets/productos/OT-009.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-010,Aros Azul Rayas,"Aros Azul Rayas de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm. Colección Otros. Código OT-010.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-010,https://karivejoyas.github.io/catalogo/assets/productos/OT-010.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
OT-011,Aros Verde Lima Rayas,"Aros Verde Lima Rayas de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5cm. Colección Otros. Código OT-011.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=OT-011,https://karivejoyas.github.io/catalogo/assets/productos/OT-011.jpg,Karivé Joyas,Otros,Apparel & Accessories > Jewelry > Earrings
TP-001,Aros Corazón Dorado,"Aros Corazón Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-001.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-001,https://karivejoyas.github.io/catalogo/assets/productos/topos-corazon-dorado.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-002,Topos Corazón Celeste,"Topos Corazón Celeste de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-002.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-002,https://karivejoyas.github.io/catalogo/assets/productos/topos-corazon-celeste.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-003,Topos Botón Celeste,"Topos Botón Celeste de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.2cm. Colección Corazones. Código TP-003.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-003,https://karivejoyas.github.io/catalogo/assets/productos/topos-boton-celeste.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-004,Aros Mini Corazón-Beige,"Aros Mini Corazón-Beige de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.5cm. Colección Corazones. Código TP-004.",out of stock,new,4990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-004,https://karivejoyas.github.io/catalogo/assets/productos/TP-004.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-005,Aros Mini Corazón Morado,"Aros Mini Corazón Morado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.5cm. Colección Corazones. Código TP-005.",out of stock,new,4990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-005,https://karivejoyas.github.io/catalogo/assets/productos/TP-005.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-006,Aros Mini Corazón Morado,"Aros Mini Corazón Morado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 1.5cm. Colección Corazones. Código TP-006.",out of stock,new,4990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-006,https://karivejoyas.github.io/catalogo/assets/productos/TP-006.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-007,Aros Corazón Verde Lima,"Aros Corazón Verde Lima de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-007.",in stock,new,3990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-007,https://karivejoyas.github.io/catalogo/assets/productos/TP-007.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-008,Aros Corazón Animal Print,"Aros Corazón Animal Print de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm. Colección Corazones. Código TP-008.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-008,https://karivejoyas.github.io/catalogo/assets/productos/TP-008.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-009,Aros Corazón Animal Print,"Aros Corazón Animal Print de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-009.",in stock,new,3990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-009,https://karivejoyas.github.io/catalogo/assets/productos/TP-009.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-010,Aros Corazón Celeste Glitter,"Aros Corazón Celeste Glitter de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-010.",in stock,new,3990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-010,https://karivejoyas.github.io/catalogo/assets/productos/TP-010.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-011,Aros Corazón Blanco Perla,"Aros Corazón Blanco Perla de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-011.",in stock,new,3990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-011,https://karivejoyas.github.io/catalogo/assets/productos/TP-011.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-012,Aros Corazón Negro,"Aros Corazón Negro de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2cm. Colección Corazones. Código TP-012.",in stock,new,3990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-012,https://karivejoyas.github.io/catalogo/assets/productos/TP-012.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-013,Aros Corazón Mármol Azul,"Aros Corazón Mármol Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-013.",in stock,new,5990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-013,https://karivejoyas.github.io/catalogo/assets/productos/TP-013.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-014,Aros Corazón Celeste Glitter,"Aros Corazón Celeste Glitter de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-014.",in stock,new,5990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-014,https://karivejoyas.github.io/catalogo/assets/productos/TP-014.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-015,Aros Corazón Animal Print,"Aros Corazón Animal Print de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-015.",in stock,new,5990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-015,https://karivejoyas.github.io/catalogo/assets/productos/TP-015.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-016,Aros Corazón Blanco Perla,"Aros Corazón Blanco Perla de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-016.",in stock,new,5990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-016,https://karivejoyas.github.io/catalogo/assets/productos/TP-016.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-017,Aros Corazón Verde Lima,"Aros Corazón Verde Lima de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-017.",in stock,new,5990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-017,https://karivejoyas.github.io/catalogo/assets/productos/TP-017.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-018,Aros Corazón Negro,"Aros Corazón Negro de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Corazones. Código TP-018.",in stock,new,5990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-018,https://karivejoyas.github.io/catalogo/assets/productos/TP-018.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-019,Aros Tres Corazones Rosa Brillante,"Aros Tres Corazones Rosa Brillante de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5cm. Colección Corazones. Código TP-019.",in stock,new,7990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-019,https://karivejoyas.github.io/catalogo/assets/productos/TP-019.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
TP-020,Aros Corazones Rosa Brillante,"Aros Corazones Rosa Brillante de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 5cm(Con Argolla). Colección Corazones. Código TP-020.",in stock,new,6990 CLP,,https://karivejoyas.github.io/catalogo/?p=TP-020,https://karivejoyas.github.io/catalogo/assets/productos/TP-020.jpg,Karivé Joyas,Corazones,Apparel & Accessories > Jewelry > Earrings
